"","Method","Model","Intercept","Slope","J0","JA","N","Correlation","Power","FWERS","CorMat_Error","No_simulations"
"909","bt","bglm",0.1,0.125,"8","2",200,0.9,0.633181912037993,0.0291141854222589,NA,9686
"910","bt","bglm",0.1,0.15,"8","2",200,0,0.907908321288458,0.0399545736113979,NA,9686
"911","bt","bglm",0.1,0.15,"8","2",200,0.5,0.854842040057815,0.0353086929589098,NA,9686
"912","bt","bglm",0.1,0.15,"8","2",200,0.9,0.829134833780714,0.0314887466446417,NA,9686
"913","bt","bglm",0.1,0.175,"8","2",200,0,0.986991534173033,0.0379929795581251,NA,9686
"914","bt","bglm",0.1,0.175,"8","2",200,0.5,0.962419987610985,0.0365475944662399,NA,9686
"915","bt","bglm",0.1,0.175,"8","2",200,0.9,0.946933718769358,0.0319017138137518,NA,9686
"916","bt","bglm",0.1,0.2,"8","2",200,0,0.998657856700392,0.0352054511666323,NA,9686
"917","bt","bglm",0.1,0.2,"8","2",200,0.5,0.994218459632459,0.0339665496593021,NA,9686
"918","bt","bglm",0.1,0.2,"8","2",200,0.9,0.989779062564526,0.0301466033450341,NA,9686
"919","bt","bglm",0.1,0.001,"2","8",400,0,0.0393351228577328,0.010840388189139,NA,9686
"920","bt","bglm",0.1,0.001,"2","8",400,0.5,0.0385091885195127,0.0121825314887466,NA,9686
"921","bt","bglm",0.1,0.001,"2","8",400,0.9,0.0323146809828619,0.0165186867644022,NA,9686
"922","bt","bglm",0.1,0.025,"2","8",400,0,0.13245921949205,0.011253355358249,NA,9686
"923","bt","bglm",0.1,0.025,"2","8",400,0.5,0.104274210200289,0.0124922568655792,NA,9686
"924","bt","bglm",0.1,0.025,"2","8",400,0.9,0.074127606855255,0.0169316539335123,NA,9686
"925","bt","bglm",0.1,0.05,"2","8",400,0,0.454263886021061,0.00712368366714846,NA,9686
"926","bt","bglm",0.1,0.05,"2","8",400,0.5,0.305905430518274,0.0105306628123064,NA,9686
"927","bt","bglm",0.1,0.05,"2","8",400,0.9,0.223621722073095,0.0155895106339046,NA,9686
"928","bt","bglm",0.1,0.075,"2","8",400,0,0.86712781333884,0.0117695643196366,NA,9686
"929","bt","bglm",0.1,0.075,"2","8",400,0.5,0.640615321081974,0.00949824488953128,NA,9686
"930","bt","bglm",0.1,0.075,"2","8",400,0.9,0.493495767086517,0.0176543464794549,NA,9686
"931","bt","bglm",0.1,0.1,"2","8",400,0,0.994424943217014,0.00836258517447863,NA,9686
"932","bt","bglm",0.1,0.1,"2","8",400,0.5,0.906256452612017,0.0125954986578567,NA,9686
"933","bt","bglm",0.1,0.1,"2","8",400,0.9,0.770287012182531,0.0203386330786702,NA,9686
"934","bt","bglm",0.1,0.125,"2","8",400,0,1,0.0102209374354739,NA,9686
"935","bt","bglm",0.1,0.125,"2","8",400,0.5,0.988540161057196,0.010840388189139,NA,9686
"936","bt","bglm",0.1,0.125,"2","8",400,0.9,0.943629981416477,0.0177575882717324,NA,9686
"937","bt","bglm",0.1,0.15,"2","8",400,0,1,0.00980797026636382,NA,9686
"938","bt","bglm",0.1,0.15,"2","8",400,0.5,0.999690274623168,0.0088787941358662,NA,9686
"939","bt","bglm",0.1,0.15,"2","8",400,0.9,0.994631426801569,0.0180673136485649,NA,9686
"940","bt","bglm",0.1,0.175,"2","8",400,0,1,0.00970472847408631,NA,9686
"941","bt","bglm",0.1,0.175,"2","8",400,0.5,1,0.0101176956431964,NA,9686
"942","bt","bglm",0.1,0.175,"2","8",400,0.9,0.999690274623168,0.015073301672517,NA,9686
"943","bt","bglm",0.1,0.2,"2","8",400,0,1,0.00836258517447863,NA,9686
"944","bt","bglm",0.1,0.2,"2","8",400,0.5,1,0.0102209374354739,NA,9686
"945","bt","bglm",0.1,0.2,"2","8",400,0.9,1,0.015073301672517,NA,9686
"946","bt","bglm",0.1,0.001,"8","2",400,0,0.011459838942804,0.040780507949618,NA,9686
"947","bt","bglm",0.1,0.001,"8","2",400,0.5,0.0137311583729094,0.040780507949618,NA,9686
"948","bt","bglm",0.1,0.001,"8","2",400,0.9,0.0194094569481726,0.0339665496593021,NA,9686
"949","bt","bglm",0.1,0.025,"8","2",400,0,0.0300433615527566,0.0418129258723931,NA,9686
"950","bt","bglm",0.1,0.025,"8","2",400,0.5,0.040574024365063,0.0417096840801156,NA,9686
"951","bt","bglm",0.1,0.025,"8","2",400,0.9,0.0452199050175511,0.0317984720214743,NA,9686
"952","bt","bglm",0.1,0.05,"8","2",400,0,0.134111088168491,0.0400578154036754,NA,9686
"953","bt","bglm",0.1,0.05,"8","2",400,0.5,0.132975428453438,0.0389221556886228,NA,9686
"954","bt","bglm",0.1,0.05,"8","2",400,0.9,0.151868676440223,0.0313855048523642,NA,9686
"955","bt","bglm",0.1,0.075,"8","2",400,0,0.419368160231262,0.0374767705967376,NA,9686
"956","bt","bglm",0.1,0.075,"8","2",400,0.5,0.375387156721041,0.0404707825727855,NA,9686
"957","bt","bglm",0.1,0.075,"8","2",400,0.9,0.389428040470783,0.0329341317365269,NA,9686
"958","bt","bglm",0.1,0.1,"8","2",400,0,0.765124922568656,0.0419161676646707,NA,9686
"959","bt","bglm",0.1,0.1,"8","2",400,0.5,0.705038199463143,0.0411934751187281,NA,9686
"960","bt","bglm",0.1,0.1,"8","2",400,0.9,0.691926491843898,0.0311790212678092,NA,9686
"961","bt","bglm",0.1,0.125,"8","2",400,0,0.963555647326038,0.0401610571959529,NA,9686
"962","bt","bglm",0.1,0.125,"8","2",400,0.5,0.92938261408218,0.0342762750361346,NA,9686
"963","bt","bglm",0.1,0.125,"8","2",400,0.9,0.911005575056783,0.0307660540986992,NA,9686
"964","bt","bglm",0.1,0.15,"8","2",400,0,0.998244889531282,0.0372702870121825,NA,9686
"965","bt","bglm",0.1,0.15,"8","2",400,0.5,0.992463349163741,0.0388189138963452,NA,9686
"966","bt","bglm",0.1,0.15,"8","2",400,0.9,0.985855874457981,0.0352054511666323,NA,9686
"967","bt","bglm",0.1,0.175,"8","2",400,0,1,0.0425356184183357,NA,9686
"968","bt","bglm",0.1,0.175,"8","2",400,0.5,0.99958703283089,0.0358249019202973,NA,9686
"969","bt","bglm",0.1,0.175,"8","2",400,0.9,0.999070823869502,0.0328308899442494,NA,9686
"970","bt","bglm",0.1,0.2,"8","2",400,0,1,0.0364443526739624,NA,9686
"971","bt","bglm",0.1,0.2,"8","2",400,0.5,1,0.0363411108816849,NA,9686
"972","bt","bglm",0.1,0.2,"8","2",400,0.9,1,0.0280817674994838,NA,9686
