"method","model","ntrt","corr","nsim","rej_p","reji_p","rejcor_p","pow_p","powi_p","powcor_p","error_p","fail_p","setting","N","cor"
"bonf","bglm",25,0,10002,0,0,1,0.0265946810637872,0.0253949210157968,0,1,0,"h08_002_ha2_04_s02",100,0
"bonf","bglm",25,0.5,10002,0,0,1,0.0243951209758048,0.0220955808838232,0,1,0,"h08_002_ha2_04_s02",100,0.5
"bonf","bglm",25,0.9,10002,0,0,1,0.0248950209958008,0.01749650069986,0,1,0,"h08_002_ha2_04_s02",100,0.9
"bonf","bglm",50,0,10002,0,0,1,0.0824835032993401,0.0758848230353929,0,1,0,"h08_002_ha2_04_s02",200,0
"bonf","bglm",50,0.5,10002,0,0,1,0.0856828634273145,0.0715856828634273,0,1,0,"h08_002_ha2_04_s02",200,0.5
"bonf","bglm",50,0.9,10002,0,0,1,0.0858828234353129,0.0564887022595481,0,1,0,"h08_002_ha2_04_s02",200,0.9
"bonf","glm",25,0,10002,0,0,1,0.0333933213357329,0.0316936612677464,0,1,0,"h08_002_ha2_04_s02",100,0
"bonf","glm",25,0.5,10002,0,0,1,0.0345930813837233,0.02999400119976,0,1,0,"h08_002_ha2_04_s02",100,0.5
"bonf","glm",25,0.9,10002,0,0,1,0.0381923615276945,0.0242951409718056,0,1,0,"h08_002_ha2_04_s02",100,0.9
"bonf","glm",50,0,10002,0,0,1,0.127774445110978,0.113077384523095,0,1,0,"h08_002_ha2_04_s02",200,0
"bonf","glm",50,0.5,10002,0,0,1,0.132673465306939,0.103179364127175,0,1,0,"h08_002_ha2_04_s02",200,0.5
"bonf","glm",50,0.9,10002,0,0,1,0.137972405518896,0.0837832433513297,0,1,0,"h08_002_ha2_04_s02",200,0.9
"bt","bglm",25,0,10002,0,0,1,0.156068786242751,0.134073185362927,0,1,0,"h08_002_ha2_04_s02",100,0
"bt","bglm",25,0.5,10002,9.99800039992002e-05,9.99800039992002e-05,0.999900019996001,0.15746850629874,0.121375724855029,0,1,0,"h08_002_ha2_04_s02",100,0.5
"bt","bglm",25,0.9,10002,0,0,1,0.187362527494501,0.110877824435113,0,1,0,"h08_002_ha2_04_s02",100,0.9
"bt","bglm",50,0,10002,9.99800039992002e-05,9.99800039992002e-05,0.999900019996001,0.340631873625275,0.266346730653869,0,1,0,"h08_002_ha2_04_s02",200,0
"bt","bglm",50,0.5,10002,9.99800039992002e-05,9.99800039992002e-05,0.999900019996001,0.35122975404919,0.24005198960208,0,1,0,"h08_002_ha2_04_s02",200,0.5
"bt","bglm",50,0.9,10002,0.0016996600679864,0.000399920015996801,0.999600079984003,0.432813437312538,0.225854829034193,0,1,0,"h08_002_ha2_04_s02",200,0.9
"bt","glm",25,0,10002,0,0,1,0.209258148370326,0.164867026594681,0,1,0,"h08_002_ha2_04_s02",100,0
"bt","glm",25,0.5,10002,0,0,1,0.207358528294341,0.146770645870826,0,1,0,"h08_002_ha2_04_s02",100,0.5
"bt","glm",25,0.9,10002,0,0,1,0.263147370525895,0.143971205758848,0,1,0,"h08_002_ha2_04_s02",100,0.9
"bt","glm",50,0,10002,0,0,1,0.4125174965007,0.306738652269546,0,1,0,"h08_002_ha2_04_s02",200,0
"bt","glm",50,0.5,10002,0,0,1,0.415216956608678,0.270845830833833,0,1,0,"h08_002_ha2_04_s02",200,0.5
"bt","glm",50,0.9,10002,0,0,1,0.510597880423915,0.255848830233953,0,1,0,"h08_002_ha2_04_s02",200,0.9
"mmm","bglm",25,0,10002,0,0,1,0.029494101179764,0.0273945210957808,0,1,0,"h08_002_ha2_04_s02",100,0
"mmm","bglm",25,0.5,10002,0,0,1,0.0489902019596081,0.0423915216956609,0,1,0,"h08_002_ha2_04_s02",100,0.5
"mmm","bglm",25,0.9,10002,0,0,1,0.0890821835632873,0.0555888822235553,0,1,0,"h08_002_ha2_04_s02",100,0.9
"mmm","bglm",50,0,10002,0,0,1,0.0967806438712258,0.0863827234553089,0,1,0,"h08_002_ha2_04_s02",200,0
"mmm","bglm",50,0.5,10002,0,0,1,0.133373325334933,0.107078584283143,0,1,0,"h08_002_ha2_04_s02",200,0.5
"mmm","bglm",50,0.9,10002,0,0,1,0.233453309338132,0.134273145370926,0,1,0,"h08_002_ha2_04_s02",200,0.9
"mmm","glm",25,0,10000,0,0,0.0835,0.0011,0.001,1e-04,0.9165,0,"h08_002_ha2_04_s02",100,0
"mmm","glm",25,0.5,10000,0,0,0.2648,0.0112,0.0094,0.0014,0.7352,0,"h08_002_ha2_04_s02",100,0.5
"mmm","glm",25,0.9,10000,0,0,0.5705,0.063,0.0375,0.015,0.4295,0,"h08_002_ha2_04_s02",100,0.9
"mmm","glm",50,0,10000,0,0,0.1035,0.013,0.0115,0.0015,0.8965,0,"h08_002_ha2_04_s02",200,0
"mmm","glm",50,0.5,10000,0,0,0.2845,0.0395,0.0298,0.0061,0.7155,0,"h08_002_ha2_04_s02",200,0.5
"mmm","glm",50,0.9,10000,0,0,0.5553,0.1419,0.0785,0.0314,0.4447,0,"h08_002_ha2_04_s02",200,0.9
"bonf","bglm",25,0,10002,0.0108978204359128,0.0106978604279144,0.989302139572086,0.0010997800439912,0.0010997800439912,0,0,0,"h08_04_ha2_01_d01",100,0
"bonf","bglm",25,0.5,10002,0.0115976804639072,0.0106978604279144,0.989302139572086,0.0020995800839832,0.0020995800839832,0,0,0,"h08_04_ha2_01_d01",100,0.5
"bonf","bglm",25,0.9,10002,0.0151969606078784,0.00609878024395121,0.993901219756049,0.0012997400519896,0.0011997600479904,9.99800039992002e-05,0,0,"h08_04_ha2_01_d01",100,0.9
"bonf","bglm",50,0,10002,0.0196960607878424,0.0188962207558488,0.981103779244151,0.0228954209158168,0.0225954809038192,0.0002999400119976,0,0,"h08_04_ha2_01_d01",200,0
"bonf","bglm",50,0.5,10002,0.0183963207358528,0.0161967606478704,0.98380323935213,0.0263947210557888,0.0247950409918016,0.0015996800639872,0,0,"h08_04_ha2_01_d01",200,0.5
"bonf","bglm",50,0.9,10002,0.0223955208958208,0.00939812037592481,0.990601879624075,0.0240951809638072,0.01749650069986,0.00659868026394721,0,0,"h08_04_ha2_01_d01",200,0.9
"bonf","glm",25,0,10002,0.019496100779844,0.0187962407518496,0.98120375924815,0,0,0,0,0,"h08_04_ha2_01_d01",100,0
"bonf","glm",25,0.5,10002,0.0175964807038592,0.0141971605678864,0.985802839432114,0,0,0,0,0,"h08_04_ha2_01_d01",100,0.5
"bonf","glm",25,0.9,10002,0.0142971405718856,0.00589882023595281,0.994101179764047,0,0,0,0,0,"h08_04_ha2_01_d01",100,0.9
"bonf","glm",50,0,10002,0.0297940411917616,0.0281943611277744,0.971805638872226,0.00719856028794241,0.00719856028794241,0,0,0,"h08_04_ha2_01_d01",200,0
"bonf","glm",50,0.5,10002,0.0340931813637273,0.0282943411317736,0.971705658868226,0.00529894021195761,0.00479904019196161,0.000499900019996001,0,0,"h08_04_ha2_01_d01",200,0.5
"bonf","glm",50,0.9,10002,0.0316936612677464,0.0127974405118976,0.987202559488102,0.00739852029594081,0.00519896020795841,0.0021995600879824,0,0,"h08_04_ha2_01_d01",200,0.9
"bt","bglm",25,0,10002,0.0441911617676465,0.0409918016396721,0.959008198360328,0.0117976404719056,0.0117976404719056,0,0,0,"h08_04_ha2_01_d01",100,0
"bt","bglm",25,0.5,10002,0.0504899020195961,0.0386922615476905,0.96130773845231,0.0142971405718856,0.0130973805238952,0.0011997600479904,0,0,"h08_04_ha2_01_d01",100,0.5
"bt","bglm",25,0.9,10002,0.116676664667067,0.0389922015596881,0.961007798440312,0.0394921015796841,0.0271945610877824,0.011997600479904,0,0,"h08_04_ha2_01_d01",100,0.9
"bt","bglm",50,0,10002,0.0389922015596881,0.0364927014597081,0.963507298540292,0.0440911817636473,0.0437912417516497,0.0002999400119976,0,0,"h08_04_ha2_01_d01",200,0
"bt","bglm",50,0.5,10002,0.0444911017796441,0.0344931013797241,0.965506898620276,0.0560887822435513,0.0507898420315937,0.00529894021195761,0,0,"h08_04_ha2_01_d01",200,0.5
"bt","bglm",50,0.9,10002,0.104279144171166,0.0367926414717057,0.963207358528294,0.117076584683063,0.0786842631473705,0.0376924615076985,0,0,"h08_04_ha2_01_d01",200,0.9
"bt","glm",25,0,10002,0.0554889022195561,0.0509898020395921,0.949010197960408,0.0011997600479904,0.0011997600479904,0,0,0,"h08_04_ha2_01_d01",100,0
"bt","glm",25,0.5,10002,0.0696860627874425,0.0536892621475705,0.946310737852429,0.0015996800639872,0.0015996800639872,0,0,0,"h08_04_ha2_01_d01",100,0.5
"bt","glm",25,0.9,10002,0.155868826234753,0.0520895820835833,0.947910417916417,0.00379924015196961,0.0028994201159768,0.000899820035992801,0,0,"h08_04_ha2_01_d01",100,0.9
"bt","glm",50,0,10002,0.0579884023195361,0.0531893621275745,0.946810637872425,0.0136972605478904,0.013497300539892,0.0001999600079984,0,0,"h08_04_ha2_01_d01",200,0
"bt","glm",50,0.5,10002,0.0616876624675065,0.0469906018796241,0.953009398120376,0.0228954209158168,0.0212957408518296,0.0015996800639872,0,0,"h08_04_ha2_01_d01",200,0.5
"bt","glm",50,0.9,10002,0.14747050589882,0.0487902419516097,0.95120975804839,0.0731853629274145,0.0508898220355929,0.0222955408918216,0,0,"h08_04_ha2_01_d01",200,0.9
"mmm","bglm",25,0,10002,0.015496900619876,0.0150969806038792,0.984903019396121,0.0017996400719856,0.0017996400719856,0,0,0,"h08_04_ha2_01_d01",100,0
"mmm","bglm",25,0.5,10002,0.0170965806838632,0.0146970605878824,0.985302939412118,0.00349930013997201,0.00329934013197361,0.0001999600079984,0,0,"h08_04_ha2_01_d01",100,0.5
"mmm","bglm",25,0.9,10002,0.0502899420115977,0.0192961407718456,0.980703859228154,0.00929814037192562,0.00739852029594081,0.0018996200759848,0,0,"h08_04_ha2_01_d01",100,0.9
"mmm","bglm",50,0,10002,0.0213957208558288,0.0200959808038392,0.979904019196161,0.0275944811037792,0.02749450109978,9.99800039992002e-05,0,0,"h08_04_ha2_01_d01",200,0
"mmm","bglm",50,0.5,10002,0.0290941811637672,0.0228954209158168,0.977104579084183,0.0315936812637473,0.029494101179764,0.0020995800839832,0,0,"h08_04_ha2_01_d01",200,0.5
"mmm","bglm",50,0.9,10002,0.0594881023795241,0.0217956408718256,0.978204359128174,0.0682863427314537,0.0471905618876225,0.0210957808438312,0,0,"h08_04_ha2_01_d01",200,0.9
"mmm","glm",25,0,10002,0.013997200559888,0.0133973205358928,0.933413317336533,0.0001999600079984,0.0001999600079984,0,0.0531893621275745,0,"h08_04_ha2_01_d01",100,0
"mmm","glm",25,0.5,10002,0.015496900619876,0.0131973605278944,0.937412517496501,0,0,0,0.0493901219756049,0,"h08_04_ha2_01_d01",100,0.5
"mmm","glm",25,0.9,10002,0.0556888622275545,0.019496100779844,0.931813637272546,0.000699860027994401,0.000499900019996001,0.0001999600079984,0.0486902619476105,0,"h08_04_ha2_01_d01",100,0.9
"mmm","glm",50,0,10002,0.0331933613277345,0.0313937212557489,0.964407118576285,0.00859828034393121,0.00859828034393121,0,0.00419916016796641,0,"h08_04_ha2_01_d01",200,0
"mmm","glm",50,0.5,10002,0.0403919216156769,0.0313937212557489,0.964607078584283,0.0112977404519096,0.0107978404319136,0.000499900019996001,0.00399920015996801,0,"h08_04_ha2_01_d01",200,0.5
"mmm","glm",50,0.9,10002,0.0749850029994001,0.0276944611077784,0.966806638672266,0.0327934413117376,0.0225954809038192,0.0101979604079184,0.00549890021995601,0,"h08_04_ha2_01_d01",200,0.9
"bonf","bglm",25,0,10002,0.0150969806038792,0.0146970605878824,0.985302939412118,0.0481903619276145,0.0472905418916217,0.000899820035992801,0,0,"h08_04_ha2_01_d02",100,0
"bonf","bglm",25,0.5,10002,0.0160967806438712,0.0138972205558888,0.986102779444111,0.0445910817836433,0.0403919216156769,0.00419916016796641,0,0,"h08_04_ha2_01_d02",100,0.5
"bonf","bglm",25,0.9,10002,0.0143971205758848,0.00589882023595281,0.994101179764047,0.0452909418116377,0.0311937612477504,0.0140971805638872,0,0,"h08_04_ha2_01_d02",100,0.9
"bonf","bglm",50,0,10002,0.0225954809038192,0.0216956608678264,0.978304339132174,0.374025194961008,0.339132173565287,0.0348930213957209,0,0,"h08_04_ha2_01_d02",200,0
"bonf","bglm",50,0.5,10002,0.0193961207758448,0.0172965406918616,0.982703459308138,0.387222555488902,0.301539692061588,0.0856828634273145,0,0,"h08_04_ha2_01_d02",200,0.5
"bonf","bglm",50,0.9,10002,0.0197960407918416,0.00899820035992801,0.991001799640072,0.385122975404919,0.238952209558088,0.146170765846831,0,0,"h08_04_ha2_01_d02",200,0.9
"bonf","glm",25,0,10002,0.0156968606278744,0.014497100579884,0.985502899420116,0.00479904019196161,0.00479904019196161,0,0,0,"h08_04_ha2_01_d02",100,0
"bonf","glm",25,0.5,10002,0.0165966806638672,0.014497100579884,0.985502899420116,0.00579884023195361,0.00549890021995601,0.0002999400119976,0,0,"h08_04_ha2_01_d02",100,0.5
"bonf","glm",25,0.9,10002,0.0172965406918616,0.00709858028394321,0.992901419716057,0.00609878024395121,0.00449910017996401,0.0015996800639872,0,0,"h08_04_ha2_01_d02",100,0.9
"bonf","glm",50,0,10002,0.0325934813037392,0.0305938812237553,0.969406118776245,0.230453909218156,0.216456708658268,0.013997200559888,0,0,"h08_04_ha2_01_d02",200,0
"bonf","glm",50,0.5,10002,0.0307938412317536,0.0262947410517896,0.97370525894821,0.222055588882224,0.182663467306539,0.0393921215756849,0,0,"h08_04_ha2_01_d02",200,0.5
"bonf","glm",50,0.9,10002,0.0337932413517297,0.0137972405518896,0.98620275944811,0.234753049390122,0.151369726054789,0.0833833233353329,0,0,"h08_04_ha2_01_d02",200,0.9
"bt","bglm",25,0,10002,0.0401919616076785,0.0375924815036993,0.962407518496301,0.137272545490902,0.131773645270946,0.00549890021995601,0,0,"h08_04_ha2_01_d02",100,0
"bt","bglm",25,0.5,10002,0.0488902219556089,0.0395920815836833,0.960407918416317,0.147570485902819,0.12627474505099,0.0212957408518296,0,0,"h08_04_ha2_01_d02",100,0.5
"bt","bglm",25,0.9,10002,0.120475904819036,0.0389922015596881,0.961007798440312,0.274745050989802,0.173965206958608,0.100379924015197,0,0,"h08_04_ha2_01_d02",100,0.9
"bt","bglm",50,0,10002,0.0413917216556689,0.0385922815436913,0.961407718456309,0.497300539892022,0.435212957408518,0.0620875824835033,0,0,"h08_04_ha2_01_d02",200,0
"bt","bglm",50,0.5,10002,0.0476904619076185,0.0371925614877025,0.962807438512298,0.544891021795641,0.412117576484703,0.132773445310938,0,0,"h08_04_ha2_01_d02",200,0.5
"bt","bglm",50,0.9,10002,0.105778844231154,0.0344931013797241,0.965506898620276,0.754349130173965,0.444211157768446,0.307838432313537,0,0,"h08_04_ha2_01_d02",200,0.9
"bt","glm",25,0,10002,0.0599880023995201,0.0549890021995601,0.94501099780044,0.0298940211957608,0.0298940211957608,0,0,0,"h08_04_ha2_01_d02",100,0
"bt","glm",25,0.5,10002,0.0645870825834833,0.0489902019596081,0.951009798040392,0.0465906818636273,0.0431913617276545,0.00339932013597281,0,0,"h08_04_ha2_01_d02",100,0.5
"bt","glm",25,0.9,10002,0.180163967206559,0.0525894821035793,0.947410517896421,0.0924815036992601,0.0636872625474905,0.028494301139772,0,0,"h08_04_ha2_01_d02",100,0.9
"bt","glm",50,0,10002,0.0524895020995801,0.0491901619676065,0.950809838032393,0.372325534893021,0.336432713457309,0.0358928214357129,0,0,"h08_04_ha2_01_d02",200,0
"bt","glm",50,0.5,10002,0.0668866226754649,0.0514897020595881,0.948510297940412,0.409418116376725,0.318636272745451,0.0907818436312737,0,0,"h08_04_ha2_01_d02",200,0.5
"bt","glm",50,0.9,10002,0.137672465506899,0.0461907618476305,0.95380923815237,0.641171765646871,0.385922815436913,0.25504899020196,0,0,"h08_04_ha2_01_d02",200,0.9
"mmm","bglm",25,0,10002,0.01499700059988,0.0146970605878824,0.985302939412118,0.0460907818436313,0.0454909018196361,0.000599880023995201,0,0,"h08_04_ha2_01_d02",100,0
"mmm","bglm",25,0.5,10002,0.0175964807038592,0.01499700059988,0.98500299940012,0.0610877824435113,0.0544891021795641,0.00659868026394721,0,0,"h08_04_ha2_01_d02",100,0.5
"mmm","bglm",25,0.9,10002,0.0427914417116577,0.0158968206358728,0.984103179364127,0.127674465106979,0.0838832233553289,0.0437912417516497,0,0,"h08_04_ha2_01_d02",100,0.9
"mmm","bglm",50,0,10002,0.0218956208758248,0.020995800839832,0.979004199160168,0.393221355728854,0.354329134173165,0.0388922215556889,0,0,"h08_04_ha2_01_d02",200,0
"mmm","bglm",50,0.5,10002,0.0266946610677864,0.0222955408918216,0.977704459108178,0.415416916616677,0.323635272945411,0.0917816436712657,0,0,"h08_04_ha2_01_d02",200,0.5
"mmm","bglm",50,0.9,10002,0.0640871825634873,0.0233953209358128,0.976604679064187,0.599180163967207,0.357128574285143,0.241551689662068,0,0,"h08_04_ha2_01_d02",200,0.9
"mmm","glm",25,0,10002,0.0166966606678664,0.0158968206358728,0.932713457308538,0.00559888022395521,0.00559888022395521,0,0.0513897220555889,0,"h08_04_ha2_01_d02",100,0
"mmm","glm",25,0.5,10002,0.017996400719856,0.015496900619876,0.935512897420516,0.00769846030793841,0.00729854029194161,0.000399920015996801,0.0489902019596081,0,"h08_04_ha2_01_d02",100,0.5
"mmm","glm",25,0.9,10002,0.0496900619876025,0.0172965406918616,0.933213357328534,0.0301939612077584,0.0205958808238352,0.00959808038392321,0.0494901019796041,0,"h08_04_ha2_01_d02",100,0.9
"mmm","glm",50,0,10002,0.0408918216356729,0.0380923815236953,0.957908418316337,0.270445910817836,0.252349530093981,0.0180963807238552,0.00399920015996801,0,"h08_04_ha2_01_d02",200,0
"mmm","glm",50,0.5,10002,0.0359928014397121,0.0290941811637672,0.966606678664267,0.308238352329534,0.248950209958008,0.0592881423715257,0.00429914017196561,0,"h08_04_ha2_01_d02",200,0.5
"mmm","glm",50,0.9,10002,0.0780843831233753,0.0267946410717856,0.96880623875225,0.494501099780044,0.305338932213557,0.189162167566487,0.00439912017596481,0,"h08_04_ha2_01_d02",200,0.9
"bonf","bglm",25,0,10002,0.0137972405518896,0.0132973405318936,0.986702659468106,0,0,0,1,0,"h08_04_ha2_01_s01",100,0
"bonf","bglm",25,0.5,10002,0.0142971405718856,0.0118976204759048,0.988102379524095,0.0001999600079984,0.0001999600079984,0,1,0,"h08_04_ha2_01_s01",100,0.5
"bonf","bglm",25,0.9,10002,0.0101979604079184,0.00439912017596481,0.995600879824035,0.000399920015996801,0.0001999600079984,0,1,0,"h08_04_ha2_01_s01",100,0.9
"bonf","bglm",50,0,10002,0.0212957408518296,0.0203959208158368,0.979604079184163,0.0012997400519896,0.0012997400519896,0,1,0,"h08_04_ha2_01_s01",200,0
"bonf","bglm",50,0.5,10002,0.0200959808038392,0.01749650069986,0.98250349930014,0.000799840031993601,0.000799840031993601,0,1,0,"h08_04_ha2_01_s01",200,0.5
"bonf","bglm",50,0.9,10002,0.0182963407318536,0.00919816036792642,0.990801839632074,0.0013997200559888,0.0010997800439912,0,1,0,"h08_04_ha2_01_s01",200,0.9
"bonf","glm",25,0,10002,0.0152969406118776,0.0146970605878824,0.985302939412118,0,0,0,1,0,"h08_04_ha2_01_s01",100,0
"bonf","glm",25,0.5,10002,0.0172965406918616,0.0140971805638872,0.985902819436113,0,0,0,1,0,"h08_04_ha2_01_s01",100,0.5
"bonf","glm",25,0.9,10002,0.0176964607078584,0.00699860027994401,0.993001399720056,0,0,0,1,0,"h08_04_ha2_01_s01",100,0.9
"bonf","glm",50,0,10002,0.0328934213157369,0.0320935812837433,0.967906418716257,0,0,0,1,0,"h08_04_ha2_01_s01",200,0
"bonf","glm",50,0.5,10002,0.0328934213157369,0.0277944411117776,0.972205558888222,0,0,0,1,0,"h08_04_ha2_01_s01",200,0.5
"bonf","glm",50,0.9,10002,0.0381923615276945,0.0127974405118976,0.987202559488102,0,0,0,1,0,"h08_04_ha2_01_s01",200,0.9
"bt","bglm",25,0,10002,0.0430913817236553,0.0409918016396721,0.959008198360328,0.0011997600479904,0.0011997600479904,0,1,0,"h08_04_ha2_01_s01",100,0
"bt","bglm",25,0.5,10002,0.0505898820235953,0.0406918616276745,0.959308138372326,0.001499700059988,0.001499700059988,0,1,0,"h08_04_ha2_01_s01",100,0.5
"bt","bglm",25,0.9,10002,0.113177364527095,0.0375924815036993,0.962407518496301,0.00659868026394721,0.00469906018796241,0,1,0,"h08_04_ha2_01_s01",100,0.9
"bt","bglm",50,0,10002,0.0362927414517097,0.0347930413917217,0.965206958608278,0.0026994601079784,0.0026994601079784,0,1,0,"h08_04_ha2_01_s01",200,0
"bt","bglm",50,0.5,10002,0.0454909018196361,0.0368926214757049,0.963107378524295,0.0031993601279744,0.0031993601279744,0,1,0,"h08_04_ha2_01_s01",200,0.5
"bt","bglm",50,0.9,10002,0.0957808438312338,0.0354929014197161,0.964507098580284,0.013497300539892,0.00989802039592082,0,1,0,"h08_04_ha2_01_s01",200,0.9
"bt","glm",25,0,10002,0.0522895420915817,0.0485902819436113,0.951409718056389,0,0,0,1,0,"h08_04_ha2_01_s01",100,0
"bt","glm",25,0.5,10002,0.0654869026194761,0.0507898420315937,0.949210157968406,0,0,0,1,0,"h08_04_ha2_01_s01",100,0.5
"bt","glm",25,0.9,10002,0.147170565886823,0.0499900019996001,0.9500099980004,0,0,0,1,0,"h08_04_ha2_01_s01",100,0.9
"bt","glm",50,0,10002,0.0529894021195761,0.0506898620275945,0.949310137972405,0.0001999600079984,0.0001999600079984,0,1,0,"h08_04_ha2_01_s01",200,0
"bt","glm",50,0.5,10002,0.0623875224955009,0.0494901019796041,0.950509898020396,0.000499900019996001,0.000499900019996001,0,1,0,"h08_04_ha2_01_s01",200,0.5
"bt","glm",50,0.9,10002,0.148070385922815,0.0479904019196161,0.952009598080384,0.00359928014397121,0.0028994201159768,0,1,0,"h08_04_ha2_01_s01",200,0.9
"mmm","bglm",25,0,10002,0.0138972205558888,0.0138972205558888,0.986102779444111,0,0,0,1,0,"h08_04_ha2_01_s01",100,0
"mmm","bglm",25,0.5,10002,0.016496700659868,0.0148970205958808,0.985102979404119,0,0,0,1,0,"h08_04_ha2_01_s01",100,0.5
"mmm","bglm",25,0.9,10002,0.0359928014397121,0.0143971205758848,0.985602879424115,0.000599880023995201,0.000499900019996001,0,1,0,"h08_04_ha2_01_s01",100,0.9
"mmm","bglm",50,0,10002,0.0230953809238152,0.0223955208958208,0.977604479104179,0.0002999400119976,0.0002999400119976,0,1,0,"h08_04_ha2_01_s01",200,0
"mmm","bglm",50,0.5,10002,0.0298940211957608,0.0248950209958008,0.975104979004199,0.000999800039992002,0.000999800039992002,0,1,0,"h08_04_ha2_01_s01",200,0.5
"mmm","bglm",50,0.9,10002,0.0595880823835233,0.020995800839832,0.979004199160168,0.00569886022795441,0.00409918016396721,0,1,0,"h08_04_ha2_01_s01",200,0.9
"mmm","glm",25,0,10000,0.0152,0.0148,0.9243,0,0,0,0.0609,0,"h08_04_ha2_01_s01",100,0
"mmm","glm",25,0.5,10000,0.014,0.0123,0.9322,0,0,0,0.0555,0,"h08_04_ha2_01_s01",100,0.5
"mmm","glm",25,0.9,10000,0.0556,0.0183,0.9313,1e-04,1e-04,0,0.0504,0,"h08_04_ha2_01_s01",100,0.9
"mmm","glm",50,0,10000,0.0341,0.0312,0.9653,0,0,0,0.0035,0,"h08_04_ha2_01_s01",200,0
"mmm","glm",50,0.5,10000,0.0395,0.0319,0.9632,1e-04,1e-04,0,0.0049,0,"h08_04_ha2_01_s01",200,0.5
"mmm","glm",50,0.9,10000,0.0856,0.0285,0.9672,6e-04,6e-04,0,0.0043,0,"h08_04_ha2_01_s01",200,0.9
"bonf","bglm",25,0,10002,0.0136972605478904,0.0135972805438912,0.986402719456109,9.99800039992002e-05,9.99800039992002e-05,0,1,0,"h08_04_ha2_01_s02",100,0
"bonf","bglm",25,0.5,10002,0.0136972605478904,0.011997600479904,0.988002399520096,0.000399920015996801,0.000399920015996801,0,1,0,"h08_04_ha2_01_s02",100,0.5
"bonf","bglm",25,0.9,10002,0.0160967806438712,0.00739852029594081,0.992601479704059,0.0001999600079984,0.0001999600079984,0,1,0,"h08_04_ha2_01_s02",100,0.9
"bonf","bglm",50,0,10002,0.01999600079984,0.0191961607678464,0.980803839232154,0.00679864027194561,0.00659868026394721,0,1,0,"h08_04_ha2_01_s02",200,0
"bonf","bglm",50,0.5,10002,0.020995800839832,0.0176964607078584,0.982303539292142,0.00589882023595281,0.00559888022395521,0,1,0,"h08_04_ha2_01_s02",200,0.5
"bonf","bglm",50,0.9,10002,0.0191961607678464,0.00819836032793441,0.991801639672066,0.00489902019596081,0.00379924015196961,0,1,0,"h08_04_ha2_01_s02",200,0.9
"bonf","glm",25,0,10002,0.0158968206358728,0.0156968606278744,0.984303139372126,0,0,0,1,0,"h08_04_ha2_01_s02",100,0
"bonf","glm",25,0.5,10002,0.0170965806838632,0.0145970805838832,0.985402919416117,0,0,0,1,0,"h08_04_ha2_01_s02",100,0.5
"bonf","glm",25,0.9,10002,0.0185962807438512,0.00769846030793841,0.992301539692062,0,0,0,1,0,"h08_04_ha2_01_s02",100,0.9
"bonf","glm",50,0,10002,0.0333933213357329,0.0311937612477504,0.96880623875225,0.000799840031993601,0.000799840031993601,0,1,0,"h08_04_ha2_01_s02",200,0
"bonf","glm",50,0.5,10002,0.0338932213557289,0.0271945610877824,0.972805438912218,0.0017996400719856,0.0016996600679864,0,1,0,"h08_04_ha2_01_s02",200,0.5
"bonf","glm",50,0.9,10002,0.0318936212757448,0.0121975604879024,0.987802439512098,0.000799840031993601,0.000499900019996001,0,1,0,"h08_04_ha2_01_s02",200,0.9
"bt","bglm",25,0,10002,0.0442911417716457,0.0420915816836633,0.957908418316337,0.00369926014797041,0.00369926014797041,0,1,0,"h08_04_ha2_01_s02",100,0
"bt","bglm",25,0.5,10002,0.0474905018996201,0.0375924815036993,0.962407518496301,0.00449910017996401,0.00429914017196561,0,1,0,"h08_04_ha2_01_s02",100,0.5
"bt","bglm",25,0.9,10002,0.120775844831034,0.0396920615876825,0.960307938412318,0.01749650069986,0.0124975004999,0,1,0,"h08_04_ha2_01_s02",100,0.9
"bt","bglm",50,0,10002,0.0377924415116977,0.0351929614077185,0.964807038592282,0.0132973405318936,0.0131973605278944,0,1,0,"h08_04_ha2_01_s02",200,0
"bt","bglm",50,0.5,10002,0.0443911217756449,0.0347930413917217,0.965206958608278,0.0195960807838432,0.0173965206958608,0,1,0,"h08_04_ha2_01_s02",200,0.5
"bt","bglm",50,0.9,10002,0.124875024995001,0.0393921215756849,0.960607878424315,0.0479904019196161,0.0335932813437313,0,1,0,"h08_04_ha2_01_s02",200,0.9
"bt","glm",25,0,10002,0.0557888422315537,0.0508898220355929,0.949110177964407,0.0001999600079984,0.0001999600079984,0,1,0,"h08_04_ha2_01_s02",100,0
"bt","glm",25,0.5,10002,0.0687862427514497,0.0516896620675865,0.948310337932413,0.0001999600079984,0.0001999600079984,0,1,0,"h08_04_ha2_01_s02",100,0.5
"bt","glm",25,0.9,10002,0.166766646670666,0.0545890821835633,0.945410917816437,0.0017996400719856,0.0013997200559888,0,1,0,"h08_04_ha2_01_s02",100,0.9
"bt","glm",50,0,10002,0.0553889222155569,0.0505898820235953,0.949410117976405,0.00379924015196961,0.00379924015196961,0,1,0,"h08_04_ha2_01_s02",200,0
"bt","glm",50,0.5,10002,0.0583883223355329,0.0455908818236353,0.954409118176365,0.00459908018396321,0.00459908018396321,0,1,0,"h08_04_ha2_01_s02",200,0.5
"bt","glm",50,0.9,10002,0.140071985602879,0.0483903219356129,0.951609678064387,0.0233953209358128,0.0168966206758648,0,1,0,"h08_04_ha2_01_s02",200,0.9
