"method","model","ntrt","corr","nsim","rej_p","reji_p","rejcor_p","pow_p","powi_p","powcor_p","error_p","fail_p","setting","N","cor"
"mmm","bglm",25,0,10002,0.0148970205958808,0.0146970605878824,0.985302939412118,0.000499900019996001,0.000499900019996001,0,1,0,"h08_04_ha2_01_s02",100,0
"mmm","bglm",25,0.5,10002,0.0147970405918816,0.012997400519896,0.987002599480104,0.0001999600079984,0.0001999600079984,0,1,0,"h08_04_ha2_01_s02",100,0.5
"mmm","bglm",25,0.9,10002,0.0382923415316937,0.01499700059988,0.98500299940012,0.00359928014397121,0.00249950009998,0,1,0,"h08_04_ha2_01_s02",100,0.9
"mmm","bglm",50,0,10002,0.0216956608678264,0.020995800839832,0.979004199160168,0.00599880023995201,0.00589882023595281,0,1,0,"h08_04_ha2_01_s02",200,0
"mmm","bglm",50,0.5,10002,0.0282943411317736,0.0236952609478104,0.97630473905219,0.00979804039192162,0.00909818036392721,0,1,0,"h08_04_ha2_01_s02",200,0.5
"mmm","bglm",50,0.9,10002,0.0591881623675265,0.021995600879824,0.978004399120176,0.0253949210157968,0.0176964607078584,0,1,0,"h08_04_ha2_01_s02",200,0.9
"mmm","glm",25,0,10000,0.0145,0.014,0.9306,0,0,0,0.0554,0,"h08_04_ha2_01_s02",100,0
"mmm","glm",25,0.5,10000,0.017,0.0128,0.9389,0,0,0,0.0483,0,"h08_04_ha2_01_s02",100,0.5
"mmm","glm",25,0.9,10000,0.0627,0.0204,0.9294,2e-04,1e-04,1e-04,0.0502,0,"h08_04_ha2_01_s02",100,0.9
"mmm","glm",50,0,10000,0.0354,0.0324,0.9631,0.0021,0.0021,0,0.0045,0,"h08_04_ha2_01_s02",200,0
"mmm","glm",50,0.5,10000,0.0364,0.0288,0.9658,0.0019,0.0019,0,0.0054,0,"h08_04_ha2_01_s02",200,0.5
"mmm","glm",50,0.9,10000,0.0757,0.0261,0.9705,0.0109,0.0081,0.0028,0.0034,0,"h08_04_ha2_01_s02",200,0.9
"bonf","bglm",25,0,10002,0.0141971605678864,0.0138972205558888,0.986102779444111,9.99800039992002e-05,9.99800039992002e-05,0,0,0,"h08_04_ha2_002_d01",100,0
"bonf","bglm",25,0.5,10002,0.0128974205158968,0.0112977404519096,0.98870225954809,9.99800039992002e-05,9.99800039992002e-05,0,0,0,"h08_04_ha2_002_d01",100,0.5
"bonf","bglm",25,0.9,10002,0.0160967806438712,0.00629874025194961,0.99370125974805,0,0,0,0,0,"h08_04_ha2_002_d01",100,0.9
"bonf","bglm",50,0,10002,0.0183963207358528,0.0178964207158568,0.982103579284143,0.00739852029594081,0.00739852029594081,0,0,0,"h08_04_ha2_002_d01",200,0
"bonf","bglm",50,0.5,10002,0.0201959608078384,0.016996600679864,0.983003399320136,0.0103979204159168,0.00999800039992002,0.000399920015996801,0,0,"h08_04_ha2_002_d01",200,0.5
"bonf","bglm",50,0.9,10002,0.01499700059988,0.00729854029194161,0.992701459708058,0.0105978804239152,0.00799840031993601,0.0025994801039792,0,0,"h08_04_ha2_002_d01",200,0.9
"bonf","glm",25,0,10002,0.0180963807238552,0.0170965806838632,0.982903419316137,0,0,0,0,0,"h08_04_ha2_002_d01",100,0
"bonf","glm",25,0.5,10002,0.0171965606878624,0.0147970405918816,0.985202959408118,0,0,0,0,0,"h08_04_ha2_002_d01",100,0.5
"bonf","glm",25,0.9,10002,0.016496700659868,0.00589882023595281,0.994101179764047,0,0,0,0,0,"h08_04_ha2_002_d01",100,0.9
"bonf","glm",50,0,10002,0.0303939212157568,0.0288942211557688,0.971105778844231,0,0,0,0,0,"h08_04_ha2_002_d01",200,0
"bonf","glm",50,0.5,10002,0.0422915416916617,0.0340931813637273,0.965906818636273,0,0,0,0,0,"h08_04_ha2_002_d01",200,0.5
"bonf","glm",50,0.9,10002,0.0285942811437712,0.0112977404519096,0.98870225954809,0,0,0,0,0,"h08_04_ha2_002_d01",200,0.9
"bt","bglm",25,0,10002,0.0398920215956809,0.0384923015396921,0.961507698460308,0.001999600079984,0.001999600079984,0,0,0,"h08_04_ha2_002_d01",100,0
"bt","bglm",25,0.5,10002,0.0472905418916217,0.0374925014997001,0.9625074985003,0.0017996400719856,0.0017996400719856,0,0,0,"h08_04_ha2_002_d01",100,0.5
"bt","bglm",25,0.9,10002,0.120675864827035,0.0401919616076785,0.959808038392322,0.0213957208558288,0.0148970205958808,0.00649870025994801,0,0,"h08_04_ha2_002_d01",100,0.9
"bt","bglm",50,0,10002,0.0373925214957009,0.0348930213957209,0.965106978604279,0.0312937412517496,0.0311937612477504,9.99800039992002e-05,0,0,"h08_04_ha2_002_d01",200,0
"bt","bglm",50,0.5,10002,0.0470905818836233,0.0371925614877025,0.962807438512298,0.0453909218156369,0.0406918616276745,0.00469906018796241,0,0,"h08_04_ha2_002_d01",200,0.5
"bt","bglm",50,0.9,10002,0.140771845630874,0.0441911617676465,0.955808838232354,0.167866426714657,0.108278344331134,0.0595880823835233,0,0,"h08_04_ha2_002_d01",200,0.9
"bt","glm",25,0,10002,0.0523895220955809,0.0481903619276145,0.951809638072385,9.99800039992002e-05,9.99800039992002e-05,0,0,0,"h08_04_ha2_002_d01",100,0
"bt","glm",25,0.5,10002,0.0716856628674265,0.0548890221955609,0.945110977804439,0,0,0,0,0,"h08_04_ha2_002_d01",100,0.5
"bt","glm",25,0.9,10002,0.169166166766647,0.0502899420115977,0.949710057988402,0,0,0,0,0,"h08_04_ha2_002_d01",100,0.9
"bt","glm",50,0,10002,0.0548890221955609,0.0502899420115977,0.949710057988402,0.0001999600079984,0.0001999600079984,0,0,0,"h08_04_ha2_002_d01",200,0
"bt","glm",50,0.5,10002,0.0690861827634473,0.0524895020995801,0.94751049790042,0,0,0,0,0,"h08_04_ha2_002_d01",200,0.5
"bt","glm",50,0.9,10002,0.145070985802839,0.0483903219356129,0.951609678064387,0.00339932013597281,0.00249950009998,0.000899820035992801,0,0,"h08_04_ha2_002_d01",200,0.9
"mmm","bglm",25,0,10002,0.0135972805438912,0.0130973805238952,0.986902619476105,0.0002999400119976,0.0002999400119976,0,0,0,"h08_04_ha2_002_d01",100,0
"mmm","bglm",25,0.5,10002,0.0150969806038792,0.0133973205358928,0.986602679464107,0.0001999600079984,0.0001999600079984,0,0,0,"h08_04_ha2_002_d01",100,0.5
"mmm","bglm",25,0.9,10002,0.0547890421915617,0.0201959608078384,0.979804039192162,0.000999800039992002,0.000799840031993601,0.0001999600079984,0,0,"h08_04_ha2_002_d01",100,0.9
"mmm","bglm",50,0,10002,0.0228954209158168,0.021995600879824,0.978004399120176,0.00979804039192162,0.00979804039192162,0,0,0,"h08_04_ha2_002_d01",200,0
"mmm","bglm",50,0.5,10002,0.0315936812637473,0.0249950009998,0.9750049990002,0.0143971205758848,0.0135972805438912,0.000799840031993601,0,0,"h08_04_ha2_002_d01",200,0.5
"mmm","bglm",50,0.9,10002,0.0636872625474905,0.0240951809638072,0.975904819036193,0.0668866226754649,0.0452909418116377,0.0215956808638272,0,0,"h08_04_ha2_002_d01",200,0.9
"mmm","glm",25,0,10002,0.00979804039192162,0.00919816036792642,0.610877824435113,0,0,0,0.379924015196961,0,"h08_04_ha2_002_d01",100,0
"mmm","glm",25,0.5,10002,0.0112977404519096,0.00889822035592881,0.587382523495301,0,0,0,0.40371925614877,0,"h08_04_ha2_002_d01",100,0.5
"mmm","glm",25,0.9,10002,0.0247950409918016,0.00999800039992002,0.673265346930614,0,0,0,0.316736652669466,0,"h08_04_ha2_002_d01",100,0.9
"mmm","glm",50,0,10002,0.0252949410117976,0.0237952409518096,0.697260547890422,9.99800039992002e-05,9.99800039992002e-05,0,0.278944211157768,0,"h08_04_ha2_002_d01",200,0
"mmm","glm",50,0.5,10002,0.0240951809638072,0.0197960407918416,0.698360327934413,0,0,0,0.281843631273745,0,"h08_04_ha2_002_d01",200,0.5
"mmm","glm",50,0.9,10002,0.0580883823235353,0.0207958408318336,0.727054589082184,0.000699860027994401,0.000499900019996001,0.0001999600079984,0.252149570085983,0,"h08_04_ha2_002_d01",200,0.9
"bonf","bglm",25,0,10002,0.0142971405718856,0.0140971805638872,0.985902819436113,0.0155968806238752,0.0155968806238752,0,0,0,"h08_04_ha2_002_d02",100,0
"bonf","bglm",25,0.5,10002,0.0132973405318936,0.0113977204559088,0.988602279544091,0.0147970405918816,0.014497100579884,0.0002999400119976,0,0,"h08_04_ha2_002_d02",100,0.5
"bonf","bglm",25,0.9,10002,0.0136972605478904,0.00559888022395521,0.994401119776045,0.0165966806638672,0.0116976604679064,0.00489902019596081,0,0,"h08_04_ha2_002_d02",100,0.9
"bonf","bglm",50,0,10002,0.017996400719856,0.0175964807038592,0.982403519296141,0.473205358928214,0.416916616676665,0.0562887422515497,0,0,"h08_04_ha2_002_d02",200,0
"bonf","bglm",50,0.5,10002,0.0191961607678464,0.0163967206558688,0.983603279344131,0.475904819036193,0.363827234553089,0.112077584483103,0,0,"h08_04_ha2_002_d02",200,0.5
"bonf","bglm",50,0.9,10002,0.023495300939812,0.00899820035992801,0.991001799640072,0.499000199960008,0.303439312137572,0.195560887822436,0,0,"h08_04_ha2_002_d02",200,0.9
"bonf","glm",25,0,10002,0.0170965806838632,0.0165966806638672,0.983403319336133,9.99800039992002e-05,9.99800039992002e-05,0,0,0,"h08_04_ha2_002_d02",100,0
"bonf","glm",25,0.5,10002,0.0157968406318736,0.0143971205758848,0.985602879424115,0.0001999600079984,0.0001999600079984,0,0,0,"h08_04_ha2_002_d02",100,0.5
"bonf","glm",25,0.9,10002,0.0172965406918616,0.00599880023995201,0.994001199760048,0,0,0,0,0,"h08_04_ha2_002_d02",100,0.9
"bonf","glm",50,0,10002,0.0395920815836833,0.0370925814837033,0.962907418516297,0.0273945210957808,0.0273945210957808,0,0,0,"h08_04_ha2_002_d02",200,0
"bonf","glm",50,0.5,10002,0.0321935612877425,0.0271945610877824,0.972805438912218,0.0304939012197561,0.0280943811237752,0.0023995200959808,0,0,"h08_04_ha2_002_d02",200,0.5
"bonf","glm",50,0.9,10002,0.0310937812437512,0.0127974405118976,0.987202559488102,0.0271945610877824,0.0187962407518496,0.00839832033593281,0,0,"h08_04_ha2_002_d02",200,0.9
"bt","bglm",25,0,10002,0.0431913617276545,0.0405918816236753,0.959408118376325,0.0777844431113777,0.0758848230353929,0.0018996200759848,0,0,"h08_04_ha2_002_d02",100,0
"bt","bglm",25,0.5,10002,0.0511897620475905,0.0406918616276745,0.959308138372326,0.0920815836832633,0.0821835632873425,0.00989802039592082,0,0,"h08_04_ha2_002_d02",100,0.5
"bt","bglm",25,0.9,10002,0.119776044791042,0.0359928014397121,0.964007198560288,0.290641871625675,0.181463707258548,0.109178164367127,0,0,"h08_04_ha2_002_d02",100,0.9
"bt","bglm",50,0,10002,0.0414917016596681,0.0389922015596881,0.961007798440312,0.739352129574085,0.602879424115177,0.136472705458908,0,0,"h08_04_ha2_002_d02",200,0
"bt","bglm",50,0.5,10002,0.0468906218756249,0.0395920815836833,0.960407918416317,0.828234353129374,0.58248350329934,0.245750849830034,0,0,"h08_04_ha2_002_d02",200,0.5
"bt","bglm",50,0.9,10002,0.124275144971006,0.0407918416316737,0.959208158368326,1.26974605078984,0.698260347930414,0.571485702859428,0,0,"h08_04_ha2_002_d02",200,0.9
"bt","glm",25,0,10002,0.0598880223955209,0.0554889022195561,0.944511097780444,0.001999600079984,0.001999600079984,0,0,0,"h08_04_ha2_002_d02",100,0
"bt","glm",25,0.5,10002,0.0721855628874225,0.0533893221355729,0.946610677864427,0.0026994601079784,0.0025994801039792,9.99800039992002e-05,0,0,"h08_04_ha2_002_d02",100,0.5
"bt","glm",25,0.9,10002,0.155968806238752,0.0497900419916017,0.950209958008398,0.00989802039592082,0.00689862027594481,0.002999400119976,0,0,"h08_04_ha2_002_d02",100,0.9
"bt","glm",50,0,10002,0.0544891021795641,0.0508898220355929,0.949110177964407,0.0629874025194961,0.0616876624675065,0.0012997400519896,0,0,"h08_04_ha2_002_d02",200,0
"bt","glm",50,0.5,10002,0.0700859828034393,0.0534893021395721,0.946510697860428,0.0950809838032394,0.0855828834233153,0.00949810037992401,0,0,"h08_04_ha2_002_d02",200,0.5
"bt","glm",50,0.9,10002,0.165666866626675,0.0526894621075785,0.947310537892421,0.312437512497501,0.196360727854429,0.116076784643071,0,0,"h08_04_ha2_002_d02",200,0.9
"mmm","bglm",25,0,10002,0.016496700659868,0.0160967806438712,0.983903219356129,0.0178964207158568,0.0178964207158568,0,0,0,"h08_04_ha2_002_d02",100,0
"mmm","bglm",25,0.5,10002,0.0158968206358728,0.013997200559888,0.986002799440112,0.0222955408918216,0.0200959808038392,0.0021995600879824,0,0,"h08_04_ha2_002_d02",100,0.5
"mmm","bglm",25,0.9,10002,0.0395920815836833,0.0142971405718856,0.985702859428114,0.0821835632873425,0.0541891621675665,0.027994401119776,0,0,"h08_04_ha2_002_d02",100,0.9
"mmm","bglm",50,0,10002,0.0235952809438112,0.0226954609078184,0.977304539092182,0.497400519896021,0.435512897420516,0.0618876224755049,0,0,"h08_04_ha2_002_d02",200,0
"mmm","bglm",50,0.5,10002,0.0296940611877624,0.023995200959808,0.976004799040192,0.58128374325135,0.436512697460508,0.144771045790842,0,0,"h08_04_ha2_002_d02",200,0.5
"mmm","bglm",50,0.9,10002,0.0576884623075385,0.0225954809038192,0.977404519096181,0.957808438312338,0.551389722055589,0.406418716256749,0,0,"h08_04_ha2_002_d02",200,0.9
"mmm","glm",25,0,10002,0.00689862027594481,0.00669866026794641,0.561987602479504,9.99800039992002e-05,9.99800039992002e-05,0,0.43131373725255,0,"h08_04_ha2_002_d02",100,0
"mmm","glm",25,0.5,10002,0.0123975204959008,0.00939812037592481,0.543091381723655,9.99800039992002e-05,9.99800039992002e-05,0,0.44751049790042,0,"h08_04_ha2_002_d02",100,0.5
"mmm","glm",25,0.9,10002,0.0280943811237752,0.0102979404119176,0.608278344331134,0.0030993801239752,0.0020995800839832,0.000999800039992002,0.381423715256949,0,"h08_04_ha2_002_d02",100,0.9
"mmm","glm",50,0,10002,0.0235952809438112,0.0222955408918216,0.707258548290342,0.026994601079784,0.026494701059788,0.000499900019996001,0.270445910817836,0,"h08_04_ha2_002_d02",200,0
"mmm","glm",50,0.5,10002,0.0256948610277944,0.0198960207958408,0.712857428514297,0.0509898020395921,0.0461907618476305,0.00479904019196161,0.267246550689862,0,"h08_04_ha2_002_d02",200,0.5
"mmm","glm",50,0.9,10002,0.0514897020595881,0.0198960207958408,0.715956808638272,0.152569486102779,0.0959808038392322,0.0565886822635473,0.264147170565887,0,"h08_04_ha2_002_d02",200,0.9
"bonf","bglm",25,0,10002,0.0136972605478904,0.0136972605478904,0.98630273945211,0,0,0,1,0,"h08_04_ha2_002_s01",100,0
"bonf","bglm",25,0.5,10002,0.0141971605678864,0.0125974805038992,0.987402519496101,0,0,0,1,0,"h08_04_ha2_002_s01",100,0.5
"bonf","bglm",25,0.9,10002,0.014497100579884,0.00579884023195361,0.994201159768046,0,0,0,1,0,"h08_04_ha2_002_s01",100,0.9
"bonf","bglm",50,0,10002,0.0195960807838432,0.0185962807438512,0.981403719256149,0,0,0,1,0,"h08_04_ha2_002_s01",200,0
"bonf","bglm",50,0.5,10002,0.0225954809038192,0.0181963607278544,0.981803639272146,0,0,0,1,0,"h08_04_ha2_002_s01",200,0.5
"bonf","bglm",50,0.9,10002,0.02249550089982,0.00969806038792242,0.990301939612078,0,0,0,1,0,"h08_04_ha2_002_s01",200,0.9
"bonf","glm",25,0,10002,0.0155968806238752,0.0146970605878824,0.985302939412118,0,0,0,1,0,"h08_04_ha2_002_s01",100,0
"bonf","glm",25,0.5,10002,0.019496100779844,0.0157968406318736,0.984203159368126,0,0,0,1,0,"h08_04_ha2_002_s01",100,0.5
"bonf","glm",25,0.9,10002,0.0181963607278544,0.00659868026394721,0.993401319736053,0,0,0,1,0,"h08_04_ha2_002_s01",100,0.9
"bonf","glm",50,0,10002,0.0331933613277345,0.0311937612477504,0.96880623875225,0,0,0,1,0,"h08_04_ha2_002_s01",200,0
"bonf","glm",50,0.5,10002,0.0347930413917217,0.02749450109978,0.97250549890022,0,0,0,1,0,"h08_04_ha2_002_s01",200,0.5
"bonf","glm",50,0.9,10002,0.0370925814837033,0.0153969206158768,0.984603079384123,0,0,0,1,0,"h08_04_ha2_002_s01",200,0.9
"bt","bglm",25,0,10002,0.0408918216356729,0.0387922415516897,0.96120775844831,0,0,0,1,0,"h08_04_ha2_002_s01",100,0
"bt","bglm",25,0.5,10002,0.0540891821635673,0.0422915416916617,0.957708458308338,0,0,0,1,0,"h08_04_ha2_002_s01",100,0.5
"bt","bglm",25,0.9,10002,0.116376724655069,0.0386922615476905,0.96130773845231,0,0,0,1,0,"h08_04_ha2_002_s01",100,0.9
"bt","bglm",50,0,10002,0.0367926414717057,0.0343931213757249,0.965606878624275,0,0,0,1,0,"h08_04_ha2_002_s01",200,0
"bt","bglm",50,0.5,10002,0.0468906218756249,0.0375924815036993,0.962407518496301,0,0,0,1,0,"h08_04_ha2_002_s01",200,0.5
"bt","bglm",50,0.9,10002,0.115076984603079,0.0397920415916817,0.960207958408318,0,0,0,1,0,"h08_04_ha2_002_s01",200,0.9
"bt","glm",25,0,10002,0.0529894021195761,0.0491901619676065,0.950809838032393,0,0,0,1,0,"h08_04_ha2_002_s01",100,0
"bt","glm",25,0.5,10002,0.0706858628274345,0.0535892821435713,0.946410717856429,0,0,0,1,0,"h08_04_ha2_002_s01",100,0.5
"bt","glm",25,0.9,10002,0.153869226154769,0.0504899020195961,0.949510097980404,0,0,0,1,0,"h08_04_ha2_002_s01",100,0.9
"bt","glm",50,0,10002,0.0557888422315537,0.0518896220755849,0.948110377924415,0,0,0,1,0,"h08_04_ha2_002_s01",200,0
"bt","glm",50,0.5,10002,0.0732853429314137,0.0549890021995601,0.94501099780044,0,0,0,1,0,"h08_04_ha2_002_s01",200,0.5
"bt","glm",50,0.9,10002,0.15376924615077,0.0479904019196161,0.952009598080384,0,0,0,1,0,"h08_04_ha2_002_s01",200,0.9
"mmm","bglm",25,0,10002,0.0138972205558888,0.0136972605478904,0.98630273945211,0,0,0,1,0,"h08_04_ha2_002_s01",100,0
"mmm","bglm",25,0.5,10002,0.016496700659868,0.0142971405718856,0.985702859428114,0,0,0,1,0,"h08_04_ha2_002_s01",100,0.5
"mmm","bglm",25,0.9,10002,0.0422915416916617,0.0157968406318736,0.984203159368126,0,0,0,1,0,"h08_04_ha2_002_s01",100,0.9
"mmm","bglm",50,0,10002,0.0263947210557888,0.0252949410117976,0.974705058988202,0,0,0,1,0,"h08_04_ha2_002_s01",200,0
"mmm","bglm",50,0.5,10002,0.0315936812637473,0.0251949610077984,0.974805038992202,0,0,0,1,0,"h08_04_ha2_002_s01",200,0.5
"mmm","bglm",50,0.9,10002,0.0700859828034393,0.0242951409718056,0.975704859028194,0,0,0,1,0,"h08_04_ha2_002_s01",200,0.9
"mmm","glm",25,0,10000,0.0091,0.0089,0.5428,0,0,0,0.4483,0,"h08_04_ha2_002_s01",100,0
"mmm","glm",25,0.5,10000,0.0107,0.0089,0.5656,0,0,0,0.4255,0,"h08_04_ha2_002_s01",100,0.5
"mmm","glm",25,0.9,10000,0.0375,0.0136,0.6695,0,0,0,0.3169,0,"h08_04_ha2_002_s01",100,0.9
"mmm","glm",50,0,10000,0.0224,0.0212,0.5548,0,0,0,0.424,0,"h08_04_ha2_002_s01",200,0
"mmm","glm",50,0.5,10000,0.0243,0.02,0.6066,0,0,0,0.3734,0,"h08_04_ha2_002_s01",200,0.5
"mmm","glm",50,0.9,10000,0.0577,0.0195,0.6726,0,0,0,0.3079,0,"h08_04_ha2_002_s01",200,0.9
"bonf","bglm",25,0,10002,0.0121975604879024,0.0118976204759048,0.988102379524095,0,0,0,1,0,"h08_04_ha2_002_s02",100,0
"bonf","bglm",25,0.5,10002,0.0106978604279144,0.00929814037192562,0.990701859628074,0,0,0,1,0,"h08_04_ha2_002_s02",100,0.5
"bonf","bglm",25,0.9,10002,0.0143971205758848,0.00619876024795041,0.99380123975205,0,0,0,1,0,"h08_04_ha2_002_s02",100,0.9
"bonf","bglm",50,0,10002,0.0190961807638472,0.0183963207358528,0.981603679264147,0,0,0,1,0,"h08_04_ha2_002_s02",200,0
"bonf","bglm",50,0.5,10002,0.018996200759848,0.0163967206558688,0.983603279344131,0,0,0,1,0,"h08_04_ha2_002_s02",200,0.5
"bonf","bglm",50,0.9,10002,0.0213957208558288,0.00849830033993201,0.991501699660068,0,0,0,1,0,"h08_04_ha2_002_s02",200,0.9
"bonf","glm",25,0,10002,0.018496300739852,0.0177964407118576,0.982203559288142,0,0,0,1,0,"h08_04_ha2_002_s02",100,0
"bonf","glm",25,0.5,10002,0.018496300739852,0.0160967806438712,0.983903219356129,0,0,0,1,0,"h08_04_ha2_002_s02",100,0.5
"bonf","glm",25,0.9,10002,0.018496300739852,0.00739852029594081,0.992601479704059,0,0,0,1,0,"h08_04_ha2_002_s02",100,0.9
"bonf","glm",50,0,10002,0.0361927614477105,0.0331933613277345,0.966806638672266,0,0,0,1,0,"h08_04_ha2_002_s02",200,0
"bonf","glm",50,0.5,10002,0.0311937612477504,0.0258948210357928,0.974105178964207,0,0,0,1,0,"h08_04_ha2_002_s02",200,0.5
"bonf","glm",50,0.9,10002,0.0404919016196761,0.0147970405918816,0.985202959408118,0,0,0,1,0,"h08_04_ha2_002_s02",200,0.9
"bt","bglm",25,0,10002,0.0418916216756649,0.0395920815836833,0.960407918416317,0,0,0,1,0,"h08_04_ha2_002_s02",100,0
"bt","bglm",25,0.5,10002,0.0503899220155969,0.0407918416316737,0.959208158368326,0,0,0,1,0,"h08_04_ha2_002_s02",100,0.5
"bt","bglm",25,0.9,10002,0.115676864627075,0.0378924215156969,0.962107578484303,0,0,0,1,0,"h08_04_ha2_002_s02",100,0.9
"bt","bglm",50,0,10002,0.0363927214557089,0.0347930413917217,0.965206958608278,0,0,0,1,0,"h08_04_ha2_002_s02",200,0
"bt","bglm",50,0.5,10002,0.0508898220355929,0.0383923215356929,0.961607678464307,9.99800039992002e-05,9.99800039992002e-05,0,1,0,"h08_04_ha2_002_s02",200,0.5
"bt","bglm",50,0.9,10002,0.133073385322935,0.0438912217556489,0.956108778244351,9.99800039992002e-05,9.99800039992002e-05,0,1,0,"h08_04_ha2_002_s02",200,0.9
"bt","glm",25,0,10002,0.0595880823835233,0.0548890221955609,0.945110977804439,0,0,0,1,0,"h08_04_ha2_002_s02",100,0
"bt","glm",25,0.5,10002,0.0694861027794441,0.0529894021195761,0.947010597880424,0,0,0,1,0,"h08_04_ha2_002_s02",100,0.5
"bt","glm",25,0.9,10002,0.154369126174765,0.0500899820035993,0.949910017996401,0,0,0,1,0,"h08_04_ha2_002_s02",100,0.9
"bt","glm",50,0,10002,0.0546890621875625,0.0512897420515897,0.94871025794841,0,0,0,1,0,"h08_04_ha2_002_s02",200,0
"bt","glm",50,0.5,10002,0.0628874225154969,0.0480903819236153,0.951909618076385,0,0,0,1,0,"h08_04_ha2_002_s02",200,0.5
"bt","glm",50,0.9,10002,0.154669066186763,0.0482903419316137,0.951709658068386,0,0,0,1,0,"h08_04_ha2_002_s02",200,0.9
"mmm","bglm",25,0,10002,0.0160967806438712,0.0157968406318736,0.984203159368126,0,0,0,1,0,"h08_04_ha2_002_s02",100,0
"mmm","bglm",25,0.5,10002,0.0150969806038792,0.0128974205158968,0.987102579484103,0,0,0,1,0,"h08_04_ha2_002_s02",100,0.5
"mmm","bglm",25,0.9,10002,0.0442911417716457,0.0163967206558688,0.983603279344131,0,0,0,1,0,"h08_04_ha2_002_s02",100,0.9
"mmm","bglm",50,0,10002,0.0248950209958008,0.0235952809438112,0.976404719056189,0,0,0,1,0,"h08_04_ha2_002_s02",200,0
"mmm","bglm",50,0.5,10002,0.0308938212357528,0.0262947410517896,0.97370525894821,0,0,0,1,0,"h08_04_ha2_002_s02",200,0.5
"mmm","bglm",50,0.9,10002,0.0684863027394521,0.0243951209758048,0.975604879024195,0.0001999600079984,9.99800039992002e-05,0,1,0,"h08_04_ha2_002_s02",200,0.9
"mmm","glm",25,0,10000,0.0094,0.0089,0.542,0,0,0,0.4491,0,"h08_04_ha2_002_s02",100,0
"mmm","glm",25,0.5,10000,0.0108,0.0094,0.5536,0,0,0,0.437,0,"h08_04_ha2_002_s02",100,0.5
"mmm","glm",25,0.9,10000,0.0318,0.0098,0.6458,0,0,0,0.3444,0,"h08_04_ha2_002_s02",100,0.9
"mmm","glm",50,0,10000,0.0188,0.0178,0.5751,0,0,0,0.4071,0,"h08_04_ha2_002_s02",200,0
